chr1_565160_565494	chr1_565106_565543
chr3_72944281_72944416	chr3_72944237_72944414
chr3_72987728_72988344	chr3_72987843_72988339
chr3_73014846_73015385	chr3_73014962_73015309
chr3_73045456_73047177	chr3_73045458_73047024
chr3_73135351_73135515	chr3_73135388_73135507
chr3_73143200_73143566	chr3_73143297_73143537
chr3_73150201_73150636	chr3_73150233_73150602
chr3_73159644_73160810	chr3_73159648_73160785
chr3_75478698_75479197	chr3_75478722_75479181
chr3_75483566_75485554	chr3_75483626_75485541
chr3_75834160_75835081	chr3_75834223_75835040
chr3_81539654_81540049	chr3_81539664_81539997
chr3_81809925_81811269	chr3_81809925_81811228
chr3_81831775_81831875	chr3_81831759_81831868
chr3_82179143_82179655	chr3_82179242_82179591
chr3_85007802_85008347	chr3_85007907_85008211
chr3_87138155_87139107	chr3_87138136_87139040
chr3_87275812_87277088	chr3_87275939_87277087
chr3_87399777_87400128	chr3_87399777_87400123
chr3_87820400_87820845	chr3_87820436_87820810
chr3_88054262_88054605	chr3_88054300_88054569
chr3_88068202_88068507	chr3_88068250_88068459
chr3_88080849_88081380	chr3_88080925_88081359
chr3_88107226_88109144	chr3_88107377_88109037
chr3_88162682_88163117	chr3_88162716_88163119
chr3_88198334_88200026	chr3_88198524_88199860
chr3_88252705_88253062	chr3_88252736_88253020
chr3_90454683_90455033	chr3_90454690_90455032
chr3_93692132_93693043	chr3_93692141_93692966
chr3_93698504_93699612	chr3_93698504_93699582
chr3_93723165_93723517	chr3_93723190_93723502
chr3_93781247_93782692	chr3_93781208_93782390
chr3_95424855_95425215	chr3_95424867_95425121
chr3_97437996_97438397	chr3_97437996_97438408
chr3_97482911_97484026	chr3_97482913_97484002
chr3_97540050_97541613	chr3_97540098_97541499
chr3_97629263_97630223	chr3_97629377_97630108
chr3_97690416_97691577	chr3_97690407_97691577
chr3_97742031_97742443	chr3_97742052_97742423
chr3_97758002_97758857	chr3_97758052_97758835
chr3_98048332_98048740	chr3_98048406_98048504
chr3_98240904_98242327	chr3_98240923_98242295
chr3_98259311_98259567	chr3_98259256_98259585
chr3_98275012_98275466	chr3_98275350_98275354
chr3_98282375_98283951	chr3_98282451_98283807
chr3_98302743_98302786	chr3_98302742_98302767
chr3_98311760_98313007	chr3_98311850_98313014
chr3_98315708_98316195	chr3_98315723_98316228
chr3_98320943_98321241	chr3_98320990_98321083
chr3_98450938_98452310	chr3_98451230_98451267
chr3_98481884_98482395	chr3_98481978_98482357
chr3_98619823_98621129	chr3_98620207_98621040
chr3_99224750_99225151	chr3_99224696_99225164
chr3_99527054_99527401	chr3_99527059_99527401
chr3_99535876_99537393	chr3_99535936_99537393
chr3_99550817_99551194	chr3_99550851_99551199
chr3_99594576_99595473	chr3_99594575_99595453
chr3_99614649_99615217	chr3_99614774_99615180
chr3_99763138_99763673	chr3_99763109_99763869
chr3_99766362_99767115	chr3_99766294_99767217
chr3_99779653_99779948	chr3_99779644_99779969
chr3_99787612_99788093	chr3_99787563_99788134
chr3_99791584_99791725	chr3_99791522_99791851
chr3_99809274_99809559	chr3_99809191_99809602
chr3_99928775_99929804	chr3_99928834_99929149
chr3_99973042_99973394	chr3_99973013_99973400
chr3_99979199_99980469	chr3_99979326_99980418
chr3_100035411_100035797	chr3_100035425_100035779
chr3_100053046_100054627	chr3_100052998_100054627
chr3_100119114_100120990	chr3_100119190_100120996
chr3_100181812_100182098	chr3_100181917_100182120
chr3_100210886_100211676	chr3_100211057_100211601
chr3_100240186_100240722	chr3_100240296_100240684
chr3_100309311_100309803	chr3_100309304_100309792
chr3_100321870_100322547	chr3_100321806_100322547
chr3_100369604_100370079	chr3_100369633_100370080
chr3_100427796_100429864	chr3_100427846_100429862
chr3_101098722_101099216	chr3_101098751_101099209
chr3_101231288_101232556	chr3_101231486_101232540
chr3_101236935_101237738	chr3_101237137_101237685
chr3_101249232_101249605	chr3_101249302_101249465
chr3_101280198_101281416	chr3_101280276_101281150
chr3_101292238_101294009	chr3_101292298_101293909
chr3_101355012_101355474	chr3_101355012_101355458
chr3_101362700_101363330	chr3_101362752_101363283
chr3_101394580_101396469	chr3_101394673_101396437
chr3_101404812_101406109	chr3_101404970_101406071
chr3_101412401_101412827	chr3_101412433_101412805
chr3_101414644_101414957	chr3_101414654_101414955
chr3_101441151_101441693	chr3_101441153_101441695
chr3_101443025_101444746	chr3_101443084_101444572
chr3_101497531_101498891	chr3_101497533_101498865
chr3_101510629_101511097	chr3_101510443_101511212
chr3_101521970_101522482	chr3_101521973_101522447
chr3_101528037_101528383	chr3_101528045_101528376
chr3_101538660_101538963	chr3_101538702_101538973
chr3_101545990_101547139	chr3_101546077_101547132
chr3_101547852_101548367	chr3_101547781_101548405
chr3_101556013_101556478	chr3_101555991_101556504
chr3_101567674_101570786	chr3_101567674_101570161
chr3_101580446_101580621	chr3_101580371_101580667
chr3_101595067_101595231	chr3_101595094_101595232
chr3_101617463_101618113	chr3_101617411_101618152
chr3_101620798_101621277	chr3_101620783_101621316
chr3_101655332_101656012	chr3_101655321_101656039
chr3_101657263_101657725	chr3_101657247_101657732
chr3_101659380_101659820	chr3_101659463_101659801
chr3_101737372_101737729	chr3_101737355_101737805
chr3_101757463_101757655	chr3_101757217_101757916
chr3_101776610_101777142	chr3_101776631_101777073
chr3_101947861_101948338	chr3_101947863_101948337
chr3_101952748_101953209	chr3_101952719_101953269
chr3_102251773_102252151	chr3_102251744_102252207
chr3_104240725_104241201	chr3_104240478_104241264
chr3_104245940_104246312	chr3_104245620_104246451
chr3_104436138_104436367	chr3_104435955_104437051
chr3_105084902_105089007	chr3_105084948_105089043
chr3_105237701_105238039	chr3_105237699_105238036
chr3_105442009_105442428	chr3_105441730_105442497
chr3_105465621_105466104	chr3_105465510_105466155
chr3_105471431_105472398	chr3_105471446_105472392
chr3_105473004_105473350	chr3_105472929_105473435
chr3_105483452_105483896	chr3_105483326_105483944
chr3_105517334_105517730	chr3_105517250_105517802
chr3_105525224_105525565	chr3_105525110_105525605
chr3_105547749_105547862	chr3_105547556_105547949
chr3_105549739_105550019	chr3_105549649_105550148
chr3_105555461_105556433	chr3_105555427_105556539
chr3_105572755_105573382	chr3_105572604_105573435
chr3_105580958_105581470	chr3_105580931_105581549
chr3_105585433_105588702	chr3_105585411_105586068
chr3_105585433_105588702	chr3_105587040_105588649
chr3_105595657_105596318	chr3_105595677_105596119
chr3_105601414_105601850	chr3_105601424_105601833
chr3_105626810_105626909	chr3_105626628_105626984
chr3_105752580_105752754	chr3_105752521_105752817
chr3_105787515_105788059	chr3_105786455_105788064
chr3_105895452_105896088	chr3_105895440_105896101
chr3_105903779_105904094	chr3_105903699_105904119
chr3_105924956_105925383	chr3_105924967_105925423
chr3_105974609_105975203	chr3_105974537_105975948
chr3_106021475_106021723	chr3_106021416_106021806
chr3_106057378_106057977	chr3_106057367_106057816
chr3_106253105_106253527	chr3_106253100_106253506
chr3_106328562_106328888	chr3_106328569_106328911
chr3_106783345_106783643	chr3_106783425_106783650
chr3_106954640_106955120	chr3_106954656_106955120
chr3_106959082_106960443	chr3_106959084_106960329
chr3_107139997_107140388	chr3_107140069_107140213
chr3_107148658_107151078	chr3_107148648_107149169
chr3_107148658_107151078	chr3_107149765_107151076
chr3_107241282_107244745	chr3_107241292_107244469
chr3_107317693_107318601	chr3_107317679_107318572
chr3_107352493_107352782	chr3_107352507_107352858
chr3_107394009_107394521	chr3_107393790_107394609
chr3_107409449_107409783	chr3_107409399_107409784
chr3_107514683_107514703	chr3_107514439_107515014
chr3_107580887_107581041	chr3_107580745_107581230
chr3_107629657_107629820	chr3_107629475_107629784
chr3_107646112_107647151	chr3_107646261_107647124
chr3_107704336_107704718	chr3_107704421_107704653
chr3_107707375_107707717	chr3_107707367_107707715
chr3_107780897_107781316	chr3_107780896_107781330
chr3_107790271_107790502	chr3_107790428_107790509
chr3_107807558_107808039	chr3_107807571_107807959
chr3_107808853_107810853	chr3_107808969_107810536
chr3_107818722_107820274	chr3_107818237_107820398
chr3_107821378_107821499	chr3_107821375_107822313
chr3_107843097_107845145	chr3_107842881_107845166
chr3_107846001_107846822	chr3_107846022_107846710
chr3_107850582_107850933	chr3_107850573_107850979
chr3_107853117_107853698	chr3_107853117_107853730
chr3_107938255_107938579	chr3_107938113_107938933
chr3_107940695_107942015	chr3_107940695_107942039
chr3_107942802_107943174	chr3_107942806_107943167
chr3_108012913_108013105	chr3_108012910_108013037
chr3_108030798_108030951	chr3_108030641_108030928
chr3_108126716_108127045	chr3_108126707_108127110
chr3_108180660_108180691	chr3_108180495_108181120
chr3_108196389_108196769	chr3_108196340_108196780
chr3_108208495_108208975	chr3_108208504_108208966
chr3_108247614_108248015	chr3_108247554_108248133
chr3_108307717_108309101	chr3_108307863_108309086
chr3_108321358_108321828	chr3_108321397_108321819
chr3_108381020_108381418	chr3_108381026_108381390
chr3_108524942_108525754	chr3_108525065_108525711
chr3_108537196_108537689	chr3_108537301_108537604
chr3_108553485_108554379	chr3_108553946_108554292
chr3_108633811_108634294	chr3_108633826_108634275
chr3_108800859_108801118	chr3_108800831_108801050
chr3_109251326_109252055	chr3_109251708_109251966
chr3_109523513_109524033	chr3_109523611_109523962
chr3_109525670_109526331	chr3_109525707_109526241
chr3_110788979_110791474	chr3_110789559_110790830
chr3_110957693_110958187	chr3_110957919_110958032
chr3_111030068_111031064	chr3_111030799_111030816
chr3_111111599_111112112	chr3_111111631_111112085
chr3_111257703_111258982	chr3_111258366_111258964
chr3_111260684_111261399	chr3_111260711_111261319
chr3_111262722_111263240	chr3_111262751_111263150
chr3_111266328_111267321	chr3_111266388_111267309
chr3_111296696_111296966	chr3_111296612_111297042
chr3_111327226_111327555	chr3_111327154_111327630
chr3_111328735_111329718	chr3_111328974_111329518
chr3_111335068_111335833	chr3_111335136_111335891
chr3_111386450_111387225	chr3_111386473_111387212
chr3_111387730_111388188	chr3_111387730_111388164
chr3_111392825_111394134	chr3_111392869_111394104
chr3_111395738_111395885	chr3_111395610_111395943
chr3_111431283_111431430	chr3_111431184_111431582
chr3_111436304_111436804	chr3_111436319_111436803
chr3_111550740_111551104	chr3_111550881_111550884
chr3_111577850_111579789	chr3_111577923_111579799
chr3_111686491_111686939	chr3_111686501_111686933
chr3_111697435_111698811	chr3_111697472_111698736
chr3_111707927_111708319	chr3_111707909_111708324
chr3_111717819_111718219	chr3_111717700_111718324
chr3_111732332_111732761	chr3_111732370_111732756
chr3_111762432_111762916	chr3_111762442_111762915
chr3_111790913_111791784	chr3_111791252_111791635
chr3_111804720_111805752	chr3_111804965_111805694
chr3_111809265_111809701	chr3_111809514_111809589
chr3_111830595_111831090	chr3_111830604_111831082
chr3_111837014_111837424	chr3_111837229_111837366
chr3_111847629_111848380	chr3_111847682_111848270
chr3_111851655_111852450	chr3_111851764_111852399
chr3_111855942_111856306	chr3_111855905_111856306
chr3_112012202_112012613	chr3_112012205_112012593
chr3_112022627_112023252	chr3_112022454_112023341
chr3_112046183_112046639	chr3_112046181_112046654
chr3_112051802_112052769	chr3_112051816_112052860
chr3_112156400_112156801	chr3_112156357_112156814
chr3_112183120_112183494	chr3_112183108_112183476
chr3_112192140_112192622	chr3_112192121_112192705
chr3_112217656_112218686	chr3_112216660_112218696
chr3_112238205_112238641	chr3_112238189_112238657
chr3_112279825_112281728	chr3_112279862_112281657
chr3_112298067_112298519	chr3_112298004_112298518
chr3_112361693_112362220	chr3_112361689_112362230
chr3_112391186_112391981	chr3_112391187_112391961
chr3_112395525_112396144	chr3_112395486_112396306
chr3_112453527_112454012	chr3_112453552_112454010
chr3_112486082_112486479	chr3_112486039_112486537
chr3_112492699_112493271	chr3_112492721_112493130
chr3_112513585_112513919	chr3_112513587_112513950
chr3_112532427_112533039	chr3_112532399_112533131
chr3_112566523_112567364	chr3_112566513_112567334
chr3_112577155_112577730	chr3_112577125_112577831
chr3_112692434_112693116	chr3_112692267_112694171
chr3_112693665_112694041	chr3_112692267_112694171
chr3_112709441_112710550	chr3_112709380_112710565
chr3_112724412_112724959	chr3_112724612_112724696
chr3_112737514_112738909	chr3_112737444_112738899
chr3_112754200_112754608	chr3_112754218_112754614
chr3_112769989_112770526	chr3_112769972_112770529
chr3_112930814_112931554	chr3_112930587_112931650
chr3_112942862_112943176	chr3_112942767_112943247
chr3_112994929_112995567	chr3_112994650_112995595
chr3_113006882_113007263	chr3_113006933_113007258
chr3_113204137_113204498	chr3_113204153_113204387
chr3_113233118_113234550	chr3_113233285_113234354
chr3_113250822_113253676	chr3_113250846_113253622
chr3_113271707_113272053	chr3_113271668_113272115
chr3_113296588_113297096	chr3_113296606_113297088
chr3_113325528_113326205	chr3_113325594_113326159
chr3_113344550_113344976	chr3_113344575_113344926
chr3_113345585_113346105	chr3_113345590_113346135
chr3_113350033_113350355	chr3_113349989_113350383
chr3_113377864_113378488	chr3_113377858_113378610
chr3_113414479_113416742	chr3_113414693_113416492
chr3_113455307_113455777	chr3_113455320_113455777
chr3_113460850_113461338	chr3_113460855_113461337
chr3_113463862_113466796	chr3_113463881_113466803
chr3_113467812_113468118	chr3_113467944_113467963
chr3_113548914_113549889	chr3_113549383_113549867
chr3_113557343_113558090	chr3_113557345_113558081
chr3_113631489_113632182	chr3_113631744_113632182
chr3_113666125_113667673	chr3_113666222_113667653
chr3_113704326_113704843	chr3_113704200_113704917
chr3_113724118_113724893	chr3_113723925_113724905
chr3_113774873_113776218	chr3_113774891_113776058
chr3_113829945_113830338	chr3_113830169_113830323
chr3_113871209_113871925	chr3_113871210_113871931
chr3_113932019_113934444	chr3_113932026_113934444
chr3_113940294_113940923	chr3_113940347_113940871
chr3_113941848_113942477	chr3_113941856_113942520
chr3_113950301_113951278	chr3_113950405_113951027
chr3_114004507_114004905	chr3_114004471_114005360
chr3_114009602_114010752	chr3_114009601_114010773
chr3_114013005_114013028	chr3_114012842_114013099
chr3_114013725_114014224	chr3_114013768_114014217
chr3_114018239_114018625	chr3_114018183_114019472
chr3_114026247_114028149	chr3_114026092_114028121
chr3_114102592_114103457	chr3_114102581_114103472
chr3_114107989_114108373	chr3_114108066_114108103
chr3_114137499_114137963	chr3_114137516_114137956
chr3_114146919_114147467	chr3_114146242_114147595
chr3_114169973_114170635	chr3_114169815_114170804
chr3_114173651_114173840	chr3_114172882_114174229
chr3_114175525_114175891	chr3_114175428_114176062
chr3_114218924_114219236	chr3_114218885_114219290
chr3_114238246_114238751	chr3_114238152_114238824
chr3_114528568_114529215	chr3_114528561_114529215
chr3_114811256_114811363	chr3_114811221_114811368
chr3_114818991_114819466	chr3_114819011_114819329
chr3_114864745_114867255	chr3_114864771_114867278
chr3_114884076_114884496	chr3_114884197_114884222
chr3_114905938_114906252	chr3_114905734_114906372
chr3_115231535_115232572	chr3_115231761_115232516
chr3_115377039_115378166	chr3_115376924_115378475
chr3_115411694_115412144	chr3_115411693_115412170
chr3_115502653_115504211	chr3_115502645_115504364
chr3_115533639_115534040	chr3_115533670_115533975
chr3_115538589_115539049	chr3_115538583_115539039
chr3_116489719_116489992	chr3_116489671_116490042
chr3_116737962_116738337	chr3_116737941_116738322
chr3_116755227_116755793	chr3_116755319_116755664
chr3_117716330_117716652	chr3_117716328_117716461
chr3_118570634_118571022	chr3_118570592_118571008
chr3_118601202_118601577	chr3_118601243_118601569
chr3_118603476_118603941	chr3_118603480_118603916
chr3_118753182_118754089	chr3_118753378_118754070
chr3_118937877_118938372	chr3_118937890_118938336
chr3_118955576_118956065	chr3_118955760_118955966
chr3_118958281_118960764	chr3_118958290_118958347
chr3_118958281_118960764	chr3_118958996_118960762
chr3_118977805_118978121	chr3_118977811_118978121
chr3_118993767_118994180	chr3_118993710_118994168
chr3_119012360_119015204	chr3_119012406_119015232
chr3_119019763_119020112	chr3_119019923_119020099
chr3_119041248_119042776	chr3_119041250_119042674
chr3_119070969_119072536	chr3_119070924_119072515
chr3_119156796_119157031	chr3_119156766_119157105
chr3_119181881_119183202	chr3_119181975_119183213
chr3_119187347_119188432	chr3_119187364_119188347
chr3_119216821_119217911	chr3_119216878_119217850
chr3_119274113_119274602	chr3_119273256_119274674
chr3_119278212_119278802	chr3_119277750_119279444
chr3_119281048_119281915	chr3_119281039_119281966
chr3_119288986_119289593	chr3_119289042_119289557
chr3_119298147_119299387	chr3_119298135_119299440
chr3_119319579_119319952	chr3_119319469_119320301
chr3_119346420_119346667	chr3_119346269_119347934
chr3_119347300_119347698	chr3_119346269_119347934
chr3_119356663_119358161	chr3_119356739_119358223
chr3_119395591_119396817	chr3_119395608_119396786
chr3_119419321_119419835	chr3_119419380_119419717
chr3_119421483_119422227	chr3_119421545_119422160
chr3_119528735_119529445	chr3_119528748_119529445
chr3_119539905_119540176	chr3_119539914_119540209
chr3_119656054_119656436	chr3_119656079_119656390
chr3_119812092_119815040	chr3_119812605_119815013
chr3_119865905_119866306	chr3_119865959_119866303
chr3_119963062_119963461	chr3_119963080_119963481
chr3_120063179_120063621	chr3_120063264_120063550
chr3_120067003_120068805	chr3_120067011_120068779
chr3_120135785_120136830	chr3_120135786_120136766
chr3_120137761_120138162	chr3_120137735_120138152
chr3_120277479_120278817	chr3_120277504_120278734
chr3_120280039_120280508	chr3_120280039_120280499
chr3_120314671_120315767	chr3_120314723_120315683
chr3_120438141_120438840	chr3_120438241_120438815
chr3_120460695_120462183	chr3_120460705_120462146
chr3_120513853_120514305	chr3_120513850_120514305
chr3_121150859_121151380	chr3_121150908_121151354
chr3_121264300_121265949	chr3_121264412_121265921
chr3_121267454_121267928	chr3_121267446_121268002
chr3_121379007_121380139	chr3_121379021_121380084
chr3_121467479_121469220	chr3_121467923_121469128
chr3_121553294_121554721	chr3_121553306_121555233
chr3_121711532_121711784	chr3_121711363_121712054
chr3_121713759_121714720	chr3_121713748_121714814
chr3_121716748_121717977	chr3_121717104_121717145
chr3_121716748_121717977	chr3_121717664_121718068
chr3_121721773_121722283	chr3_121721804_121722381
chr3_121740913_121741178	chr3_121740764_121741298
chr3_121744210_121744441	chr3_121744009_121744628
chr3_121749192_121749589	chr3_121749253_121749600
chr3_121771911_121772024	chr3_121771774_121772190
chr3_121774006_121774478	chr3_121773995_121774495
chr3_121782756_121783580	chr3_121782725_121783635
chr3_121793483_121794125	chr3_121793463_121794165
chr3_121796109_121797110	chr3_121795717_121797116
chr3_121810468_121811732	chr3_121810374_121811732
chr3_121819973_121820839	chr3_121819915_121820847
chr3_121951806_121952938	chr3_121951823_121952821
chr3_121966171_121966887	chr3_121966265_121967128
chr3_121977596_121978004	chr3_121977558_121978016
chr3_122014114_122014564	chr3_122014182_122014515
chr3_122101642_122103609	chr3_122101666_122103601
chr3_122128241_122128659	chr3_122127728_122128685
chr3_122134108_122135718	chr3_122134140_122135602
chr3_122216260_122216724	chr3_122216256_122216713
chr3_122232722_122234242	chr3_122232723_122234219
chr3_122279518_122279885	chr3_122279463_122279922
chr3_122282557_122283858	chr3_122282619_122283857
chr3_122291719_122292218	chr3_122291702_122292254
chr3_122294881_122295689	chr3_122294751_122295768
chr3_122296230_122296868	chr3_122296275_122297433
chr3_122328899_122329233	chr3_122328848_122329293
chr3_122397891_122400335	chr3_122397907_122400325
chr3_122407890_122408306	chr3_122407820_122408427
chr3_122417043_122417526	chr3_122416991_122417536
chr3_122473722_122474089	chr3_122473724_122474078
chr3_122488275_122488782	chr3_122488465_122488491
chr3_122512146_122514649	chr3_122512205_122514539
chr3_122608983_122609335	chr3_122608981_122609298
chr3_122657815_122658299	chr3_122657928_122658257
chr3_122660127_122660477	chr3_122660139_122660292
chr3_122661713_122662073	chr3_122661686_122662087
chr3_122671262_122671760	chr3_122671347_122671685
chr3_122694113_122695203	chr3_122694155_122695189
chr3_122745625_122747711	chr3_122745826_122747676
chr3_122785631_122786821	chr3_122785610_122786854
chr3_122824424_122824833	chr3_122824337_122824987
chr3_122920132_122921531	chr3_122920251_122921408
chr3_123005067_123005540	chr3_123005107_123005482
chr3_123014411_123014661	chr3_123014532_123014533
chr3_123047612_123048101	chr3_123047637_123048302
chr3_123140267_123140739	chr3_123140570_123140572
chr3_123199414_123199486	chr3_123199431_123199480
chr3_123210936_123211454	chr3_123210977_123211378
chr3_123303174_123305325	chr3_123303202_123305361
chr3_123329231_123329508	chr3_123329145_123329632
chr3_123337421_123338042	chr3_123337812_123337946
chr3_123361220_123361574	chr3_123361208_123361574
chr3_123371177_123371597	chr3_123371152_123371616
chr3_123437995_123438318	chr3_123437982_123438319
chr3_123442398_123442797	chr3_123442433_123442751
chr3_123602997_123603516	chr3_123603089_123603490
chr3_123679609_123680569	chr3_123679534_123680525
chr3_123751814_123752340	chr3_123751683_123752230
chr3_124269321_124269338	chr3_124269212_124269613
chr3_124278709_124279057	chr3_124278657_124279117
chr3_124283773_124283896	chr3_124283722_124284133
chr3_124303121_124303925	chr3_124303100_124304072
chr3_124338790_124339805	chr3_124338795_124339827
chr3_124358546_124358934	chr3_124358435_124359302
chr3_124389965_124390384	chr3_124390027_124390340
chr3_124407661_124408118	chr3_124407668_124408125
chr3_124448946_124449784	chr3_124448952_124449731
chr3_124480054_124480557	chr3_124480063_124480532
chr3_124487712_124487896	chr3_124487697_124487939
chr3_124503586_124503904	chr3_124503653_124503796
chr3_124553776_124554561	chr3_124553838_124554330
chr3_124605434_124606730	chr3_124605607_124606539
chr3_124620171_124620565	chr3_124620171_124620567
chr3_124714240_124714952	chr3_124714226_124714957
chr3_124738019_124738440	chr3_124738181_124738269
chr3_124770609_124771586	chr3_124770673_124771514
chr3_124773283_124775391	chr3_124773308_124775420
chr3_124788294_124788672	chr3_124788283_124788695
chr3_124838461_124839059	chr3_124838343_124839668
chr3_124840447_124840914	chr3_124840442_124840907
chr3_124860158_124861287	chr3_124860241_124861317
chr3_124864863_124866534	chr3_124864866_124866516
chr3_124867647_124867927	chr3_124867249_124868119
chr3_124869318_124869778	chr3_124869400_124869692
chr3_124873714_124874209	chr3_124873514_124874750
chr3_124882866_124883365	chr3_124882765_124883337
chr3_124883962_124884424	chr3_124884031_124884348
chr3_125029436_125030051	chr3_125029596_125030033
chr3_125075883_125076627	chr3_125075780_125076604
chr3_125093364_125094921	chr3_125093362_125094886
chr3_125156690_125157042	chr3_125156690_125157005
chr3_125238390_125239567	chr3_125238414_125239557
chr3_125304517_125304820	chr3_125304528_125304837
chr3_125312939_125315004	chr3_125312945_125314991
chr3_125351718_125352367	chr3_125351725_125352334
chr3_125389934_125390130	chr3_125389940_125390155
chr3_125461713_125462113	chr3_125461691_125462113
chr3_125485031_125485944	chr3_125485046_125485534
chr3_125540988_125541407	chr3_125540990_125541391
chr3_125554894_125555438	chr3_125554999_125555408
chr3_125634141_125636219	chr3_125634171_125636151
chr3_125640603_125640946	chr3_125640584_125640991
chr3_125691020_125691611	chr3_125691179_125691619
chr3_125709028_125709880	chr3_125709025_125709893
chr3_125744563_125745407	chr3_125744985_125745637
chr3_125771397_125771798	chr3_125771059_125771915
chr3_125800465_125801095	chr3_125800491_125801024
chr3_125802249_125803485	chr3_125802306_125803463
chr3_125853005_125853389	chr3_125852988_125853374
chr3_125917130_125917215	chr3_125917208_125917235
chr3_126074856_126077003	chr3_126076151_126076631
chr3_126107911_126108543	chr3_126108017_126108492
chr3_126191031_126191657	chr3_126191118_126191619
chr3_126193643_126195606	chr3_126193715_126195512
chr3_126206140_126206274	chr3_126206144_126206179
chr3_126242701_126243563	chr3_126242901_126243349
chr3_126247859_126248210	chr3_126247874_126248287
chr3_126248942_126249680	chr3_126248968_126249435
chr3_126259364_126259765	chr3_126259467_126259547
chr3_126326015_126326623	chr3_126326008_126326568
chr3_126373387_126374217	chr3_126373464_126374150
chr3_126398007_126398497	chr3_126398014_126398491
chr3_126422459_126423779	chr3_126422472_126423690
chr3_126471107_126471390	chr3_126471148_126471401
chr3_126629952_126631161	chr3_126629903_126631156
chr3_126644112_126644666	chr3_126644262_126644520
chr3_126680178_126680492	chr3_126680192_126680551
chr3_126700631_126703372	chr3_126700134_126703683
chr3_126707083_126707157	chr3_126706824_126707987
chr3_126708908_126708909	chr3_126708521_126710078
chr3_126717235_126717440	chr3_126717196_126717601
chr3_126752267_126752282	chr3_126751323_126752361
chr3_126793633_126794189	chr3_126793692_126794160
chr3_127018067_127018625	chr3_127018250_127018399
chr3_127139791_127140013	chr3_127139981_127139984
chr3_127174342_127174781	chr3_127174415_127174781
chr3_127263030_127263533	chr3_127263010_127263510
chr3_127266347_127267230	chr3_127266222_127267206
chr3_127293680_127294486	chr3_127293698_127294441
chr3_127308145_127311300	chr3_127308110_127311156
chr3_127316790_127317715	chr3_127316820_127317689
chr3_127345132_127345395	chr3_127344972_127345440
chr3_127347624_127349379	chr3_127347819_127349445
chr3_127356370_127356798	chr3_127356434_127356766
chr3_127371023_127371363	chr3_127370997_127371363
chr3_127390561_127392514	chr3_127390537_127392514
chr3_127413252_127413583	chr3_127413248_127413602
chr3_127415009_127415358	chr3_127414971_127415408
chr3_127416230_127416710	chr3_127416223_127416710
chr3_127421043_127421098	chr3_127420978_127421180
chr3_127448346_127448809	chr3_127448411_127448713
chr3_127451904_127452307	chr3_127451872_127452314
chr3_127454909_127455397	chr3_127454796_127455460
chr3_127469517_127469899	chr3_127469479_127469954
chr3_127472740_127474328	chr3_127472755_127474410
chr3_127480093_127481221	chr3_127480055_127481676
chr3_127489716_127490137	chr3_127489912_127489975
chr3_127509931_127510332	chr3_127509921_127510334
chr3_127519330_127519712	chr3_127519411_127519534
chr3_127541751_127542417	chr3_127541542_127542475
chr3_127550701_127551036	chr3_127550682_127551032
chr3_127689984_127690129	chr3_127689842_127690173
chr3_127770444_127771814	chr3_127770584_127771707
chr3_127786944_127787346	chr3_127786927_127787330
chr3_127794150_127796508	chr3_127794168_127796508
chr3_127813917_127814426	chr3_127813917_127814437
chr3_127831444_127832027	chr3_127831416_127832068
chr3_127832929_127833544	chr3_127833298_127833628
chr3_127842200_127843369	chr3_127842222_127843263
chr3_127852303_127852753	chr3_127852338_127852736
chr3_127864010_127864567	chr3_127864127_127864501
chr3_127871699_127872997	chr3_127871709_127872976
chr3_128035106_128035823	chr3_128035311_128035706
chr3_128089207_128089397	chr3_128089219_128089399
chr3_128134128_128134427	chr3_128134166_128134405
chr3_128135523_128136077	chr3_128135783_128135788
chr3_128145087_128145743	chr3_128145103_128145668
chr3_128172442_128172766	chr3_128172697_128172709
chr3_128185842_128186596	chr3_128185775_128186596
chr3_128201915_128203062	chr3_128202996_128203110
chr3_128205490_128207177	chr3_128206485_128206998
chr3_128216368_128217050	chr3_128216631_128216820
chr3_128242324_128242788	chr3_128242490_128242583
chr3_128303190_128303680	chr3_128303190_128303680
chr3_128310762_128311293	chr3_128310845_128311256
chr3_128326902_128327646	chr3_128326921_128327639
chr3_128335599_128337320	chr3_128336036_128337318
chr3_128338293_128338789	chr3_128338406_128338523
chr3_128368836_128370160	chr3_128368844_128370066
chr3_128372377_128373495	chr3_128372462_128373235
chr3_128393485_128394061	chr3_128393539_128394039
chr3_128399266_128400416	chr3_128399299_128400400
chr3_128417166_128417800	chr3_128417517_128417761
chr3_128433862_128434395	chr3_128433921_128434343
chr3_128444393_128445950	chr3_128444321_128445747
chr3_128478237_128478730	chr3_128478322_128478638
chr3_128503111_128503496	chr3_128503064_128503523
chr3_128506095_128507082	chr3_128506006_128506990
chr3_128507916_128508289	chr3_128507926_128508249
chr3_128513804_128514317	chr3_128513809_128514316
chr3_128522743_128523476	chr3_128522844_128523452
chr3_128564475_128565641	chr3_128564495_128565623
chr3_128594358_128594798	chr3_128594376_128594796
chr3_128597493_128598908	chr3_128597523_128598840
chr3_128641891_128642641	chr3_128641968_128642373
chr3_128689040_128689469	chr3_128689078_128689468
chr3_128693022_128693426	chr3_128692854_128693490
chr3_128710160_128710661	chr3_128710200_128710655
